RecordNumber	Tags	Indicators	Content	
21	650	\7	$aRabbinical literature.$2fast
21	655	\7	$aZeitschrift$2swd
21	655	\7	$aHistory.$2fast
21	655	\7	$aPeriodicals.$2fast
21	776	08	$iOnline version:$tAnnual of rabbinic Judaism$w(OCoLC)607130764
21	785	00	$tReview of rabbinic Judaism$x1568-4857$w(DLC)  2001257022$w(OCoLC)48137073
21	988	\\	$a20020608
21	906	\\	$0OCLC
			
22	LDR		01025pam a2200253 a 4500
22	001		008002250-2
22	005		20020606104010.5
22	008		981124s1999\\\\nyu\\\\\\\\\\\000\0\eng\\
22	010	\\	$a   98054197 
22	020	\\	$a0684856263 (alk. paper)
22	035	0\	$aocm40543918
22	040	\\	$aDLC$cDLC$dDLC
22	050	00	$aBT102$b.P725 1999
22	082	00	$a231$221
22	100	1\	$aPrice, Reynolds,$d1933-
22	245	10	$aLetter to a man in the fire :$bdoes God exist and does He care? /$cReynolds Price.
22	260	\\	$aNew York :$bScribner,$cc1999.
22	300	\\	$a108 p. ;$c23 cm.
22	520	\\	$aA long-distance correspondence between Price and a young medical student diagnosed with cancer culminated in this response by Price to the young man's questions, does God exist and does he care? ""Originally delivered as the Jack and Lewis Rudin Lecture at Auburn Theological Seminary, and now expanded onto the printed page.""--Jacket.
22	600	10	$aFox, Jim,$d1962-1998.
22	650	\0	$aGod.
22	650	\0	$aGod (Christianity)
22	988	\\	$a20020608
22	906	\\	$0DLC
			
23	LDR		01986nam a2200433 a 4500
23	001		008002352-5
23	005		20020606104010.5
23	008		990216s1842\\\\it\\\\\\\\\\\|000|d|ita|d
23	035	0\	$aocm47295153
23	100	1\	$aMercadante, Saverio,$d1795-1870.
23	240	10	$aTesta di bronzo.$sLibretto
23	245	13	$aLa testa di bronzo, ossia, La capanna solitaria :$bmelodramma semiserio da rappresentarsi nell'I. R. Teatro alla Scala la primavera del 1842.
23	246	3\	$aCapanna solitaria
23	260	\\	$aMilano :$bPer Gaspare Truffi,$c1842.
23	300	\\	$a32 p. ;$c17 cm.
23	500	\\	$a""Musica del maestro sig. Saverio Mercadante ... Le scene sono d'invenzione ed esecuzione del signor Cavallotti Baldassare""--P. [3]
23	500	\\	$aLibretto by Felice Romani.
23	500	\\	$a""Primo violino, capo e direttore d'orchestra sig. Cavallini Eugenio""--P. [4]
23	500	\\	$a""Direttore dei cori sig. Granatelli Giulio ... Editore della musica signor Giovanni Ricordi ... Capi sarti da uomo sig. Felisi Antonio, da donna sig. Paolo Veronesi""--P. [5]
23	500	\\	$a""Compositore del ballo sig. Giuseppe Villa""--P. [6]
23	500	\\	$aIncludes cast list.
23	500	\\	$aIncludes stage directions.
23	510	4\	$aNew Grove opera,$cv. III, p. 337
23	650	\0	$aOperas$y19th century$vLibrettos.
23	655	\7	$aLibrettos$zItaly$zMilan$y1842.$2lcsh
23	655	\7	$aOperas$zItaly$zMilan$y19th century.$2rbgenr
23	700	1\	$aRomani, Felice,$d1788-1865,$elibrettist.
23	700	1\	$aCavallotti, Baldassare,$escene painter.
23	700	1\	$aGranatelli, Giulio Cesare,$econductor.
23	700	1\	$aRicordi, Giovanni,$d-1853,$eeditor.
23	700	1\	$aVeronesi, Paolo,$ecostume designer.
23	700	1\	$aFelisi, Antonio,$ecostume designer.
23	700	1\	$aVilla, Giuseppe,$echoreographer.
23	700	1\	$aMacnutt, Richard,$ecollector.$5the
23	710	2\	$aJohn Milton and Ruth Neils Ward Collection (Harvard Theatre Collection)$5the
23	710	2\	$aTeatro alla Scala.
23	752	\\	$aItaly$dMilan.
23	988	\\	$a20020608
23	906	\\	$0MH
			
24	LDR		00857aam a2200289 a 4500
24	001		008002454-8
24	005		20070629130201.0
24	008		970114s1996\\\\be\a\\\\\\\\\\001\0\fre\\
24	010	\\	$a   97104115 
24	020	\\	$a2930088257
24	035	0\	$aocm36343616
24	040	\\	$aDLC$cDLC
24	043	\\	$ae-be---
24	050	00	$aDH690$b.A63 1996
24	082	00	$a320.53/09493/409045$221
24	100	1\	$aAbramowicz, Manuel.
24	245	14	$aLes rats noirs :$bl'extrême droite en Belgique francophone /$cManuel Abramowicz.
24	260	\\	$aBruxelles :$bL. Pire :$bIWERF,$cc1996.
24	300	\\	$a239 p. :$bill. ;$c21 cm.
24	490	1\	$aCollection Politique
24	500	\\	$aIncludes index.
24	650	\0	$aRight-wing extremists$zBelgium.
24	650	\0	$aRadicalism$zBelgium.
24	650	\0	$aRacism$zBelgium.
24	830	\0	$aCollection Politique (Brussels, Belgium)
24	988	\\	$a20020608
24	906	\\	$0DLC
			
25	LDR		01074aam a2200313 a 4500
25	001		008002556-0
25	005		20020606104010.5
25	008		981001s1998\\\\ii\b\\\\\b\\\\001\0\eng\\
25	010	\\	$a   98906930 
25	020	\\	$a8185399417
25	035	0\	$aocm39986058
25	037	\\	$bLibrary of Congress -- New Delhi Field Office$cRs450.00 ({dollar}25.00 U.S.)
25	040	\\	$aDLC$cDLC
25	042	\\	$alcode
25	043	\\	$aa-ii---
25	050	00	$aRC607.A26$bL667 1998
25	060	\4	$aWC 503.4$bJI4 L863 1998
25	082	00	$a362.1/969792/00954$221
25	245	04	$aThe looming epidemic :$bthe impact of HIV and AIDS in India /$cedited by Peter Godwin.
25	260	\\	$aNew Delhi :$bMosaic Books,$cc1998.
25	300	\\	$axv, 190 p. ;$bmaps ;$c22 cm.
25	504	\\	$aIncludes bibliographical references and index.
25	520	\\	$aCollection of articles based on research findings.
25	650	\0	$aHIV (Viruses)$zIndia.
25	650	\0	$aAIDS (Disease)$zIndia.
25	700	1\	$aGodwin, Peter.
25	776	08	$iOnline version:$tLooming epidemic.$dNew Delhi : Mosaic Books, ©1998$w(OCoLC)606363142
25	988	\\	$a20020608
25	906	\\	$0DLC
			
26	LDR		01774nam a22003258a 4500
26	001		008002658-3
26	005		20020606104010.5
26	008		981221s1999\\\\nju\\\\\\b\\\\001\0\eng\\
26	010	\\	$a   98055712 
26	020	\\	$a1572732164
26	020	\\	$a1572732172
26	035	0\	$aocm40545470
26	040	\\	$aDLC$cDLC
26	042	\\	$apcc
26	043	\\	$an-us---
26	050	00	$aLC151$b.L482 1999
26	082	00	$a302.2/244$221
26	245	04	$aThe literacy connection /$cedited by Ronald A. Sudol, Alice S. Horning.
26	260	\\	$aCresskill, N.J. :$bHampton Press,$cc1999.
26	300	\\	$ap. cm.
26	504	\\	$aIncludes bibliographical references and indexes.
26	505	00	$g1.$tEmergent Critical Literacy: A Historical Perspective on Western Literate Practices /$rJay L. Gordon --$g2.$tDeveloping Critical Literacy /$rAlice S. Horning --$g3.$tCritical Literacy and Large-Scale Writing Assessment: The Michigan High School Proficiency Test /$rEllen H. Brinkley and Ronald A. Sudol --$g4.$tService Learning and the Literacy Connection /$rEmily Nye and Morris Young --$g5.$tA Change of Course: Creating a Context for Reforming Literacy Education /$rLu Huntley-Johnston and Elizabeth Ervin --$g6.$tWhen a Micro-Society Meets Its Partners: A Search for Critical Literacy Opportunities Through Service Learning initiatives /$rDan Fraizer --$g7.$tStudent Literacy Partnerships Through Community Tutorials /$rMary M. Salibrici.
26	650	\0	$aLiteracy$xSocial aspects$zUnited States.
26	650	\0	$aLanguage arts$xSocial aspects$zUnited States.
26	650	\0	$aCritical pedagogy$zUnited States.
26	700	1\	$aSudol, Ronald A.,$d1943-
26	700	1\	$aHorning, Alice S.
26	776	08	$iOnline version:$tLiteracy connection.$dCresskill, N.J. : Hampton Press, ©1999$w(OCoLC)607408084
26	988	\\	$a20020608
26	906	\\	$0DLC
			
27	LDR		01244cam a22003618a 4500
27	001		008002760-1
27	005		20020606104010.5
27	008		990113s1999\\\\nyu\\\\\\b\\\\001\0\eng\\
27	010	\\	$a   99012127 
27	020	\\	$a0060192968
27	035	0\	$aocm40675055
27	040	\\	$aDLC$cDLC$dDLC
27	042	\\	$apcc
27	043	\\	$an-us---
27	050	00	$aE185.86$b.R53 1999
27	082	00	$a158.2/082$221
27	100	1\	$aRichardson, Brenda Lane,$d1948-
27	245	10	$aWhat mama couldn't tell us about love :$bhealing the emotional legacy of slavery : celebrating our light /$cBrenda Lane Richardson and Brenda Wade.
27	250	\\	$a1st ed.
27	260	\\	$aNew York :$bHarperCollinsPublishers,$cc1999.
27	300	\\	$axxviii, 241 p. ;$c24 cm.
27	504	\\	$aIncludes bibliographical references and index.
27	650	\0	$aAfrican American women$xPsychology.
27	650	\0	$aAfrican American women$xAttitudes.
27	650	\0	$aAfrican American women$xMental health.
27	650	\0	$aMan-woman relationships$zUnited States.
27	650	\0	$aIntimacy (Psychology)$zUnited States.
27	650	\0	$aOppression (Psychology)$zUnited States.
27	650	\0	$aSlavery$zUnited States$xHistory.
27	650	\0	$aHealing$zUnited States.
27	700	1\	$aWade, Brenda.
27	988	\\	$a20020608
27	906	\\	$0DLC
			
28	LDR		00748cam a2200205Ka 4500
28	001		008002862-4
28	005		20020606104010.5
28	008		990803s1993\\\\nr\c\\\\\\\\\\000\0\eng\d
28	020	\\	$a9783030817
28	035	0\	$aocm42007777
28	040	\\	$aCLU$cCLU$dHLS
28	043	\\	$af-nr---
28	100	1\	$aJames, Raphael F.
28	245	10	$aWho's who in Ondo State University, Ado-Ekiti, 1982-1992 :$ba decade of excellence /$cby Raphael F. James.
28	260	\\	$aAdo-Ekiti, [Nigeria] :$bOndo State University,$c1993.
28	300	\\	$ax, 251 p. :$bports. ;$c21 cm.
28	500	\\	$a""Being a project carried out for the all-year-round community development scheme of the National Youth Service Corps Year, 1991/92.""
28	610	20	$aOndo State University.
28	988	\\	$a20020608
28	906	\\	$0OCLC
			
29	LDR		00802nam a2200265 a 4500
29	001		008002963-9
29	005		20070901120711.0
29	008		990209s1998\\\\it\\\\\\\b\\\\000\0\ita\\
29	010	\\	$a   99171339 
29	020	\\	$a8886441118
29	035	0\	$aocm40439850
29	040	\\	$aDLC$cDLC
29	043	\\	$ae-it---
29	045	\\	$ax4x-
29	050	00	$aZ7031$b.S26 1998$aPC41
29	100	1\	$aSansone, Giuseppe E.
29	245	13	$aLa filologia romanza in Italia :$bbibliografia 1945-1995 /$cGiuseppe E. Sansone, Mauro Cursietti, Andrea Giannetti.
29	260	\\	$a[Italy] :$bZauli,$c[1998]
29	300	\\	$avi, 242 p. ;$c25 cm.
29	650	\0	$aRomance philology$vBibliography.
29	650	\0	$aRomance philology$xResearch$zItaly$vBibliography.
29	700	1\	$aCursietti, Mauro.
29	700	1\	$aGiannetti, Andrea.
29	988	\\	$a20020608
29	906	\\	$0DLC
			
30	LDR		00763nam a2200229ui 4500
30	001		008003063-7
30	005		20024617122053.0
30	008		940405s1959\\\\ja\acj\\\\\\\\000\0\jpn\d
30	035	0\	$aocm34440518
30	040	\\	$aCU-SB$cCU-SB$d*YNH*$dCStRLIN
30	043	\\	$aa-ja---
30	110	2\	$6880-01$aNihon Daigaku.
30	245	10	$6880-02$aNihon Daigaku Shichijūnen ryakushi.
30	260	\\	$6880-03$aTōkyō :$bNihon Daigaku,$cShōwa 34 [1959].
30	300	\\	$a11, 507, 44 p. :$bill., port., tables. ;$c22 cm.
30	610	20	$6880-04$aNihon Daigaku$xHistory.
30	880	2\	$6110-01$a日本大学.
30	880	10	$6245-02$a日本大学七十年略史.
30	880	\\	$6260-03$a東京：$b日本大学,$c昭和 34 [1959].
30	880	20	$6610-04$a日本大学$xHistory.
30	988	\\	$a20021220
30	906	\\	$0OCLC
			
31	LDR		01083nam a2200289ui 4500
31	001		008003163-3
31	005		20024617124733.0
31	008		990215s1972\\\\ko\\\\\\\\\\\\000\0\kor\d
31	035	0\	$aocm40796431
31	040	\\	$a*YNH*$c*YNH*$dCStRLIN
31	100	1\	$6880-01$aSin, Hŭm,$d1566-1628.
31	245	10	$6880-02$aSangchʻon chip /$cSin Hŭm chŏ ; Yi Chong-gu yŏk ; chʻaegim kyoyŏl, Sŏng Nak-hun.
31	260	\\	$6880-03$a[Sŏul] :$bTonghwa Chʻulpʻan Kongsa,$c[1972]
31	300	\\	$a[1 v.] ;$c26 cm.
31	490	1\	$6880-04$aHanʾguk ŭi sasang taejŏnjip ;$v19
31	650	\0	$aPhilosophy, Korean.
31	651	\0	$aKorea$xCivilization.
31	700	1\	$6880-05$aSŏng, Nak-hun.
31	880	1\	$6100-01$a申欽,$d1566-1628.
31	880	10	$6245-02$a象村集 /$c申欽著; 李鍾逑譯; 責任校閱・成樂熏.
31	880	\\	$6260-03$a[서울] :$b同和出版公社,$c[1972]
31	880	1\	$6490-04$a韓國의思想大全集 ;$v19
31	880	1\	$6700-05$a成樂熏.
31	830	\0	$6880-54$aHanʾguk ŭi sasang taejŏnjip ;$v19.
31	880	\0	$6830-54$a韓國의思想大全集 ;$v19.
31	988	\\	$a20021221
31	906	\\	$0MH
			
32	LDR		02696nam a2200397 a 4500
32	001		008003265-6
32	005		20030625134004.0
32	008		980505s1999\\\\nyua\\\\\b\\\\001\0\eng\\
32	010	\\	$a   98007921 
32	020	\\	$a0521444381
32	020	\\	$a0521646359 (pbk.)
32	035	0\	$aocm39108551
32	040	\\	$aDLC$cDLC
32	043	\\	$ae-dk---
32	050	00	$aPR2807.A2$bH28 1999
32	082	00	$a822.3/3$221
32	100	1\	$aShakespeare, William,$d1564-1616.
32	240	10	$aHamlet
32	245	10	$aHamlet, Prince of Denmark /$cedited by Robert Hapgood.
32	260	\\	$aNew York :$bCambridge University Press,$c1999.
32	300	\\	$axvi, 296 p. :$bill. ;$c24 cm.
32	490	1\	$aShakespeare in production
32	504	\\	$aIncludes bibliographical references (p. 278-288) and index.
32	520	1\	$a""This edition tells the story of Hamlet in production, from Burbage at the Globe to Branagh on film, relating stage interpretations to developments in the theatre, in literary criticism and in society at large."" ""Hamlet is the most performed play of all time. The stage history records an ongoing process of discovery, as successive performers have found what it is in the play that will speak most powerfully to the audiences of their own time. The introduction focuses not only on star Hamlets, but on whole productions of the play, including supporting players and, in this century, direction and design. Although the volume as a whole concentrates on stage performances in England and the US, outstanding film versions and European stage productions are also featured."" ""Professor Hapgood makes extensive use of primary sources, especially promptbooks, memoirs and eye-witness accounts. His substantial commentary, printed beneath the text of the play, provides numerous details of line-readings, costuming and stage business culled from this research.""--Jacket.
32	505	00	$tWilliam Shakespeare, 1564-1616 --$tShakespeare's Theater --$tThe Sound of Shakespeare --$tPublishing Shakespeare --$tHamlet's Sources --$tThe Text of Hamlet --$tThe Play --$tThe Characters --$tText of Act I and Modern Version --$tText of Act II and Modern Version --$tText of Act III and Modern Version --$tText of Act IV and Modern Version --$tText of Act V and Modern Version.
32	650	\0	$aPrinces$zDenmark$vDrama.
32	655	\7	$aTragedies.$2gsafd
32	600	10	$aShakespeare, William,$d1564-1616.$tHamlet.
32	600	10	$aShakespeare, William,$d1564-1616$xStage history.
32	600	00	$aOphelia$c(Fictitious character)$vDrama.
32	651	\0	$aDenmark$vDrama.
32	655	\7	$aTragedies (Drama)$2lcgft
32	700	1\	$aHapgood, Robert.
32	800	1\	$aShakespeare, William,$d1564-1616.$tShakespeare in production.
32	988	\\	$a20020608
32	906	\\	$0DLC
			
33	LDR		00926aam a2200265 a 4500
33	001		008003367-9
33	005		20020606104010.5
33	008		970612s1996\\\\ii\\\\\\\b\\\\000\0\eng\\
33	010	\\	$a   97902524 
33	035	0\	$aocm37115809
33	040	\\	$aDLC$cDLC
33	042	\\	$alcode
33	043	\\	$aa-ii---
33	050	00	$aSD387.S55$bB35 1996
33	100	1\	$aBaidya, Kedar N.
33	245	10	$aCommunity response to social forestry and environment :$bviewpoints on tank foreshore and Gomal plantations /$cKedar N. Baidya.
33	260	\\	$aBangalore :$bSaroma Education Trust,$c1996.
33	300	\\	$a213 p. ;$c22 cm.
33	504	\\	$aIncludes bibliographical references (p. 199-206).
33	520	\\	$aStudy conducted in Karnataka State, with special focus on Bidar District.
33	650	\0	$aForests and forestry$xSocial aspects$zIndia.
33	650	\0	$aSocial forestry programs$zIndia.
33	650	\0	$aEnvironmental protection$zIndia.
33	988	\\	$a20020608
33	906	\\	$0DLC
			
34	LDR		01113aam a22002654a 4500
34	001		008003468-3
34	005		20020606104010.5
34	008		980130s1996\\\\hu\\\\\\\b\\\\000\0\eng\\
34	010	\\	$a   98109336 
34	035	0\	$aocm42002355
34	040	\\	$aDLC$cDLC
34	042	\\	$apcc
34	043	\\	$aa-ja---$ae-hu---
34	050	00	$aHD8726.5$b.H245 1996
34	100	1\	$aHajdú, József.
34	245	10	$aSome comparative considerations and remarks on the possible implementation of the Japanese type industrial relations system in Hungary /$cJózsef Hajdú.
34	260	\\	$aSzeged :$bSzegedi József Attila Tudományegyetem Állam- és Jogtudományi Kará,$c1996.
34	300	\\	$a76 p. ;$c24 cm.
34	490	1\	$aActa Universitatis Szegediensis de Attila József Nominatae. Acta juridica et politica,$x0324-6523 ;$vt. 50, fasc. 4
34	504	\\	$aIncludes bibliographical references (p. 52-53).
34	650	\0	$aIndustrial relations$zJapan.
34	650	\0	$aIndustrial relations$zHungary.
34	830	\0	$aActa Universitatis Szegediensis de Attila József Nominatae.$pActa juridica et politica ;$vt. 50, fasc. 4.$x0324-6523
34	988	\\	$a20020608
34	906	\\	$0DLC
			
35	LDR		00952nam a2200253 a 4500
35	001		008003569-8
35	005		20070329134011.0
35	008		960723s1998\\\\au\a\\\\\b\\\\010|0\ger\d
35	020	\\	$a385474028X
35	035	0\	$aocm48890636
35	043	\\	$ae-au---
35	245	00	$aVolkskunde :$berforscht, gelehrt, angewandt : Festschrift für Franz C. Lipp zum 85. Geburtstag /$c[Herausgeber, Gunter Dimt].
35	260	\\	$aLinz :$bLand Oberösterreich/OÖ, Landesmuseum Linz,$c[1998]
35	300	\\	$a152 p. :$bill. (some col.) ;$c28 cm.
35	490	1\	$aStudien zur Kulturgeschichte von Oberösterreich ;$v7
35	504	\\	$a""Schriftenverzeichnis Franz C. Lipp"": p. 7-9.
35	504	\\	$aIncludes also bibliographical references.
35	650	\0	$aEthnology$zAustria.
35	651	\0	$aAustria$xSocial life and customs.
35	700	1\	$aDimt, Gunter.
35	700	1\	$aLipp, Franz Carl,$d1913-
35	830	\0	$aStudien zur Kulturgeschichte von Oberösterreich ;$vFolge 7.
35	988	\\	$a20020608
35	906	\\	$0MH
			
36	LDR		01570cam a2200349 a 4500
36	001		008003673-2
36	005		20020606104010.5
36	008		980825s1998\\\\ag\\\\\\\b\\\\000\0\spa\c
36	020	\\	$a9875070564 (pbk.)
36	035	0\	$aocm39742891
36	040	\\	$aGZM$cGZM$dCGU$dHLS
36	042	\\	$apcc
36	043	\\	$acl-----
36	050	\4	$aKG460.P8$bT73 1998
36	245	00	$aTrabajadores del Estado en Iberoamérica /$cMario Ackerman (coord.) ; [Grupo de los 9]: Mario Ackerman ... [et al.].
36	260	\\	$aBuenos Aires :$bEdiciones Ciudad Argentina,$cc1998.
36	300	\\	$a435 p. ;$c20 cm.
36	504	\\	$aIncludes bibliographical references.
36	650	\0	$aCollective bargaining$xGovernment employees$zLatin America.
36	650	\0	$aGovernment employee unions$zLatin America.
36	650	\0	$aStrikes and lockouts$xCivil service$xLaw and legislation$zLatin America.
36	650	\0	$aLabor laws and legislation$zLatin America.
36	651	\0	$aLatin America$xOfficials and employees$xLegal status, laws, etc.
36	650	\0	$aCivil service$zItaly.
36	650	\0	$aCollective labor agreements$xGovernment employees$zLatin America.
36	650	\0	$aGovernment employee unions$xLaw and legislation$zLatin America.
36	700	1\	$aAckerman, Mario Eduardo.
36	710	2\	$aGrupo de los Nueve.
36	776	08	$iOnline version:$tTrabajadores del Estado en Iberoamérica.$dBuenos Aires : Ediciones Ciudad Argentina, ©1998$w(OCoLC)607442536
36	776	08	$iOnline version:$tTrabajadores del Estado en Iberoamérica.$dBuenos Aires : Ediciones Ciudad Argentina, ©1998$w(OCoLC)630904549
36	988	\\	$a20020608
36	906	\\	$0OCLC
			
37	LDR		00494nam a2200157 a 4500
37	001		008003776-3
37	005		20020606104010.5
37	008		990217s1997\\\\sz\\\\\\\\\\\\000|0\fre\d
37	020	\\	$a2940133255
37	035	0\	$aocm41233396
37	100	1\	$aBille, S. Corinna,$d1912-1979.
37	245	13	$aUn goût de rocher :$ble lys a blanchi sous les pins noirs : poèmes /$cS. Corinna Bille ; préface de Sylviane Dupuis.
37	260	\\	$aLausanne :$bEmpreintes,$c1997.
37	300	\\	$a105 p. ;$c19 cm.
37	988	\\	$a20020608
37	906	\\	$0MH
			
38	LDR		00624nam a22001937u 4500
38	001		008003877-8
38	005		20091117125115.0
38	008		990217s1956\\\\enk\\\\\\\\\\|||||||heb|d
38	035	0\	$aocm80261444
38	100	1\	$aRymanower, Ẓevi Hirsh,$d1778-1847.
38	245	10	$aBeʼerot ha-mayim :$b... u-vo ... Beʼer la-ḥai roʼi ...ḥidushe Torah /$cmipi ... Tsevi ha-Kohen mi-Rimanov ...
38	250	\\	$aMahadurah tinyana.
38	260	\\	$aLondon :$bG. ha-Leṿi,$c717 [1956 or 1957]
38	300	\\	$a78 p.$c25 cm.
38	630	00	$aBible.$pPentateuch$vCommentaries.
38	650	\0	$aHasidism.
38	752	\\	$aEngland$dLondon.
38	988	\\	$a20020608
38	906	\\	$0MH
			
39	LDR		00607aam a2200217 a 4500
39	001		008003979-0
39	005		20020606104010.5
39	008		980217s1997\\\\ag\\\\\\\\\\\\000\1\spa\\
39	010	\\	$a   98116216 //r98
39	020	\\	$a9879243021
39	035	0\	$aocm38542917
39	040	\\	$aDLC$cDLC$dCU
39	050	14	$aPQ7798.16.E748$bP47 1997
39	100	1\	$aFerreyra, Gustavo Alejandro,$d1963-
39	245	13	$aEl perdón /$cGustavo Alejandro Ferreyra.
39	260	\\	$aBuenos Aires :$bSimurg,$c1997.
39	300	\\	$a157 p. ;$c20 cm.
39	490	1\	$aCuadernos de extramuros
39	830	\0	$aCuadernos de extramuros.
39	988	\\	$a20020608
39	906	\\	$0DLC
			
40	LDR		03840pam a22004574a 4500
40	001		008004082-9
40	005		20020606104010.5
40	008		990202s1999\\\\ilu\\\\\\b\\\\000\0aeng\\
40	010	\\	$a   99019628 
40	020	\\	$a0810116634 (alk. paper)
40	035	0\	$aocm40813461
40	040	\\	$aDLC$cDLC$dDLC
40	042	\\	$apcc
40	043	\\	$ae-fr---
40	050	00	$aDS135.F9$bL487 1999
40	060	\4	$a000093688
40	082	00	$a940.53/18/0944922092$aB$221
40	100	1\	$aLewendel, Isaac,$d1936-
40	245	10	$aNot the Germans alone :$ba son's search for the truth of Vichy /$cIsaac Levendel ; with a foreword by Robert O. Paxton.
40	260	\\	$aEvanston, Ill. :$bNorthwestern University Press,$c1999.
40	300	\\	$axvi, 341 p. ;$c24 cm.
40	504	\\	$aIncludes bibliographical references (p. 327-341).
40	505	00	$tHe Who ... --$g1.$tThe Cherry Season --$g2.$tThe Waltz of Names --$g3.$tInside My Little Circle --$g4.$tMarechal, Here We Are! --$g5.$tThe ""Foreign"" Jews of 1942 --$g6.$tLes Francais parlent aux Francais --$g7.$tDavid and Goliath --$g8.$tHe Is Not Like the Rest of Us --$g9.$tClaire --$g10.$tThe Steltzers --$g11.$tHe Who Saves One Single Life ... --$g12.$tThe Liberation --$g13.$tBack to the Steltzers --$g14.$tThe Soldier's Tale --$g15.$tBack to Normal --$g16.$tThe Family Souret --$g17.$tIn My Mother's Shoes --$g18.$tA Souret or a Lewendel? --$g19.$tIt's Hard to Be a Jew --$tIn the Meantime ... --$g20.$tDo Not Turn Around --$g21.$t""Political"" Deportee Number 23925 --$g22.$tClose Calls --$g23.$tThe Train of Memory --$g24.$t""The Germans Did It!""
40	520	\\	$aOn June 5, 1944, the eve of D-day, Isaac Levendel's mother left the cherry farm in southern France where she and her son, not quite eight years old, had gone to escape the Nazis for what was to be a brief visit to their home to pick up the last of their belongings. She never returned. For more than forty years Isaac Levendel remained silent about, and tormented by, her disappearance. Finally, in 1990, he began to look for answers. In this book, Levendel recounts his struggle to accept his mother's death and his search through secret government archives for her killers.
40	520	8\	$aWhat he found shocked him. For decades Levendel believed that the Germans had taken his mother away. In fact, the archives contained evidence of widespread French collaboration with the Nazis, much of it not required of them but rather carried out willingly. The collaborators included both respected government officials who prepared deportation lists and members of a Marseille gang who arrested Jews - including Levendel's mother - and sold them to the Nazis. This book details this horrible complicity and is steeped in Levendel's anger toward those who participated.
40	520	8\	$aBut there were also those who helped the young Isaac - sometimes at great risk to themselves - after his mother disappeared, and Levendel remembers them here as well. His search for the truth of his past reunited him with several of these people, and his gratitude also is palpable.
